name,category,address,maps_url
ZUS Coffee – Taman Sri Manja,Kuala Lumpur/Selangor,"No.25, Jalan PJS 3/46, Taman Sri Manja, 46000 Petaling Jaya",https://maps.app.goo.gl/NC5h4Ka5GpkNqZXv7
ZUS Coffee – Eco Grandeur,Kuala Lumpur/Selangor,"No 18-G (Ground Floor), Jalan Eco Grandeur 1/9A, Eco Granduer, 42300, Bandar Puncak Alam, Selangor",https://maps.app.goo.gl/Ri16uBrxZcHrzipp6
ZUS Coffee – Jaya Shopping Centre,Kuala Lumpur/Selangor,"Lot G-01, Jaya Shopping Centre, Jalan 14/17, Seksyen 14, 46100 Petaling Jaya, Selangor",https://maps.app.goo.gl/PPdekSrAX9qRBJPaA
ZUS Coffee – Eco Majestic Semenyih,Kuala Lumpur/Selangor,"Lot 47-1, Jalan Eco Majestic 10/1A, 43500 Semenyih, Selangor.",https://maps.app.goo.gl/5do85BzjhSHZQqGd8
"ZUS Coffee – Gateway@KLIA2 (Departure Hall, Level 3)",Kuala Lumpur/Selangor,"Lot L3-44A, Level 3, gateway@KLIA2, Lbh KLIA, 43900 KLIA, Selangor",https://maps.app.goo.gl/zokxx7yUmHcStc978
"ZUS Coffee – Gateway@KLIA2 (Arrival Hall, Level 2)",Kuala Lumpur/Selangor,"Lot No. L2-90B, Level 2, gateway@KLIA2, Lbh KLIA, 43900 Klia, Selangor",https://maps.app.goo.gl/ix7SbeVWTn9Ya3JS7
ZUS Coffee – Taipan USJ,Kuala Lumpur/Selangor,"No. 9 (Ground Floor), Jalan USJ 10/1E, Taipan Business Centre, 47620, Subang Jaya, Selangor",https://maps.app.goo.gl/ypaC1vcYetCYs3aV8
ZUS Coffee – Sunway Velocity Mall,Kuala Lumpur/Selangor,"Lot 1-22, First Floor, Lingkaran SV2, Sunway Velocity Mall, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://maps.app.goo.gl/tSr4cVgTudc9g7RKA
ZUS Coffee – Sapura Lot 91 KLCC,Kuala Lumpur/Selangor,"Lot C-17, Level Concourse, Permata Sapura, Kuala Lumpur City Centre, 50088 Kuala Lumpur.",https://maps.app.goo.gl/7jfFcmfhtje1aJWr8
"ZUS Coffee – Taman Myra Meranti, Puchong",Kuala Lumpur/Selangor,"No. 8A (Ground Floor), Jalan MM4, Taman Myra Meranti, 47120 Puchong, Selangor Darul Ehsan",https://maps.app.goo.gl/T2FaCc1iy6ptTeor8
ZUS Coffee – OUG Parklane,Kuala Lumpur/Selangor,"A1-0-12 (Ground Floor), OUG Parklane, Jalan 1/152, Taman OUG Parklane, 58200 Kuala Lumpur",https://maps.app.goo.gl/W24LoGds3JoiD3m37
ZUS Coffee – Centro Mall,Kuala Lumpur/Selangor,"Lot GK105, Ground Floor, Centro Mall, 8, Jalan Batu Tiga Lama, Kawasan 16, 41300 Klang, Selangor",https://maps.app.goo.gl/PNyXbe5UZ439yJQj9
ZUS Coffee – Lotus’s Klang,Kuala Lumpur/Selangor,"Lot GK14. KS 6, 3, Jalan Batu Nilam 6, Bandar Bukit Tinggi 1, 41200 Klang, Selangor.",https://maps.app.goo.gl/6rScsK1tKDm6Mcac6
ZUS Coffee – Pavilion Damansara Heights,Kuala Lumpur/Selangor,"Lot 2.13.01. Level 2. No. 3, Jalan Damanlela, Pavilion Damansara Heights 50490 Kuala Lumpur.",https://maps.app.goo.gl/TqbHh3pMfNtRj4ht9
ZUS Coffee – Shaftsbury Square,Kuala Lumpur/Selangor,"Level P1-23, Lot 2350, Shaftsbury Square, Cyber 6, 63000 Cyberjaya, Selangor",https://maps.app.goo.gl/rEPRLDbi6WzySivA6
ZUS Coffee – SS2,Kuala Lumpur/Selangor,"No.5, Jalan SS2/67, SS2, 47300 Petaling Jaya, Selangor",https://maps.app.goo.gl/bWF7JyTj4fsrvduv8
ZUS Coffee – Sunway Velocity Two,Kuala Lumpur/Selangor,"Lot VS1-G-01, Sunway Velocity Two, Jalan Peel, Seksyen 90, 55100 Wilayah Persekutuan Kuala Lumpur.",https://maps.app.goo.gl/cpAihjdHZWuwS8fg8
ZUS Coffee – Kidzania Kuala Lumpur,Kuala Lumpur/Selangor,"Curve NX, Jalan PJU 7/5, Mutiara, Damansara 47810 Petaling Jaya, Selangor",https://maps.app.goo.gl/y8ftJcN4VPpD37U8A
ZUS Coffee – Seventeen Mall,Kuala Lumpur/Selangor,"998, Jalan 17/38, Seksyen 17, 46400 Petaling Jaya, Selangor",https://maps.app.goo.gl/wg2ZfHJZQJP5gcnm7
ZUS Coffee – SHELL Cyberjaya Autoville,Kuala Lumpur/Selangor,"Stesen Minyak Shell Autoville, Persiaran Mutilmedia, Cyber 10, 63000, Cyberjaya, Selangor",https://maps.app.goo.gl/69dHq3DgYtq3h3Kj6
ZUS Coffee – Cybersouth Dengkil,Kuala Lumpur/Selangor,"No 35-G, Jalan PP 1/1, Park Place 1, Cybersouth, 43800 Dengkil, Selangor",https://maps.app.goo.gl/KJGBzSUYVHKFyxTs6
ZUS Coffee – UCSI University KL,Kuala Lumpur/Selangor,"Lot 6, Block G, Ground Floor, UCSI University, No. 1, Jalan Menara Gading, UCSI Heights (Taman Connaught), 56000 Cheras, Kuala Lumpur.",https://maps.app.goo.gl/8nSgs6vCWKjW4MCR8
ZUS Coffee – Avenue K,Kuala Lumpur/Selangor,"Lot C-6, Level Concourse, Avenue K, 156 Jalan Ampang, 50450 Kuala Lumpur.",https://maps.app.goo.gl/m5H6LUwbe4C68hQX9
ZUS Coffee – Centrepoint Bandar Utama,Kuala Lumpur/Selangor,"LOT F103, First Floor, Centrepoint Bandar Utama, 3, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor",https://maps.app.goo.gl/2m3UHhhCWzcUGVi18
ZUS Coffee – Setiawangsa,Kuala Lumpur/Selangor,"No 30-G (G-Floor), Jalan Setiawangsa 10 (10/55A), Taman Setiawangsa, 54200, WP Kuala Lumpur",https://maps.app.goo.gl/EDT9DtreNCn4rwmm8
ZUS Coffee – Sungei Wang Plaza,Kuala Lumpur/Selangor,"Lot PK-5, Sungei Wang Plaza, Jalan Sultan Ismail, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://maps.app.goo.gl/dV42oSX7g5ekeQZq8
ZUS Coffee – Universiti Kebangsaan Malaysia (Bangunan Pusanika),Kuala Lumpur/Selangor,"Aras Satu, Bangunan Pusanika, Universiti Kebangsaan Malaysia, 43600 Bangi, Malaysia",https://goo.gl/maps/aaGcJeiphnfkk4DHA
"ZUS Coffee – Tower 8, Horizon 2, Bangsar South",Kuala Lumpur/Selangor,"Office 2, Ground Floor, Tower 8, Bangsar South City, Jalan Kerinchi, Kuala Lumpur.",https://goo.gl/maps/CE2q8A1rqUfLnF4SA
ZUS Coffee – Eco Sky,Kuala Lumpur/Selangor,"G-30, Eco Sky, No. 972, Batu 6 1/2, Jalan Ipoh, 68100, Kuala Lumpur",https://goo.gl/maps/TA6HUrJFqjFiR7NX9
ZUS Coffee – Berjaya Times Square,Kuala Lumpur/Selangor,"Berjaya Times Square, Lot LG-18C-03A, 1, Jln Imbi, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://goo.gl/maps/FpQtqDUj872Mufkd7
ZUS Coffee – Alamanda Putrajaya,Kuala Lumpur/Selangor,"Lot G22, Ground Floor. Jalan Alamanda, Presint 1, 62000 Putrajaya, Wilayah Persekutuan Putrajaya.",https://goo.gl/maps/PGaneH9TTMDoakEK7
ZUS Coffee – INTI International College Subang,Kuala Lumpur/Selangor,"Cafeteria Level 1, Block B, INTI International College Subang Campus, No 3, Jalan SS15/8, 47500 Subang Jaya, Selangor.",https://goo.gl/maps/SJ84L8pCBgH8zvxH9
ZUS Coffee – Bandar Country Homes Rawang,Kuala Lumpur/Selangor,"No. G-16, Avia Plus, Jalan Desa Utama, Bandar Country Home, 48000 Rawang, Selangor",https://goo.gl/maps/nQGL8njPA1s4Y6jD7
ZUS Coffee – Melawati Mall,Kuala Lumpur/Selangor,"Lot L1-K1, Melawati Mall, Jalan Bandar 12, Taman Melawati, 53100 Kuala Lumpur, Selangor",https://goo.gl/maps/T16Urjiiw11yjNer5
ZUS Coffee – IOI Boulevard,Kuala Lumpur/Selangor,"B-G-13A (Ground Floor), IOI Boulevard, Jalan Kenari 5, Bandar Puchong Jaya, 47100 Puchong, Selangor.",https://goo.gl/maps/2HJnduG8ue4t45MZ8
ZUS Coffee – Pekan Meru,Kuala Lumpur/Selangor,"195, Jalan Meru Batu 6 1/2, Pekan Meru, 41050 Klang, Selangor",https://goo.gl/maps/KGo6jdjPNHe2a2j1A
ZUS Coffee – Desa Petaling,Kuala Lumpur/Selangor,"29, Jalan 3/125D, Desa Petaling 57100 Kuala Lumpur",https://goo.gl/maps/UfEC9rJBXdkkJymV8
ZUS Coffee – Jade Hills Kajang,Kuala Lumpur/Selangor,"No 54-1, Jalan Dataran Jade 6, Dataran Jade, Jade Hills, 43000 Kajang, Selangor",https://goo.gl/maps/TfmPQdoZ9MG6uytz6
ZUS Coffee – Bandar Tasik Puteri,Kuala Lumpur/Selangor,"No 82-G-A, Ground Floor, Jalan 7A/2, Bandar Tasik Puteri, 48000 Rawang, Selangor",https://goo.gl/maps/8rPEmN2RWEr2nKtr5
ZUS Coffee – Bandar Sunway,Kuala Lumpur/Selangor,"No 27 (Ground Floor), Jalan PJS 11/28b, Sunway Metro Bandar Sunway, 46150 Petaling Jaya, Selangor",https://goo.gl/maps/UoPUbgiicKqwZM8K7
ZUS Coffee – Cheras Leisure Mall,Kuala Lumpur/Selangor,"Lot L1-24, Leisure Mall, Jalan Manis 6, Taman Bukit Segar, 56100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://goo.gl/maps/kZMrsniabj6ajf7w8
ZUS Coffee – Pearl Point Shopping Mall,Kuala Lumpur/Selangor,"LOT F-25. Menara Pearl Point 2 No. 2A, Jalan Sepadu, Off, Jln Klang Lama, 58200 Kuala Lumpur.",https://goo.gl/maps/RBFn4hcFJg4MpVqf8
ZUS Coffee – Empire Shopping Gallery,Kuala Lumpur/Selangor,"LK-07, Level Lower Ground, Empire Shopping Gallery, Jalan SS16/1, 47500 Subang Jaya, Selangor Darul Ehsan",https://goo.gl/maps/rTq2Mxwc9xTKk3zc9
ZUS Coffee – CALTEX Sungai Choh,Kuala Lumpur/Selangor,"PT 20499 (Lot 1493), Kampung Stesen, Sungai Buaya, 48000 Sungai Choh, Selangor Darul Ehsan.",https://goo.gl/maps/m9mA5w5jBNCcCczS7
ZUS Coffee – Teluk Pulai,Kuala Lumpur/Selangor,"No.198 (Ground floor), Jalan Teluk Pulai, 41000 Klang, Selangor",https://goo.gl/maps/XTcn1fpDW94nPiTj8
ZUS Coffee – PJ New Town,Kuala Lumpur/Selangor,"10 (Ground Floor), Jalan 52/18, PJ New Town, 46200 Petaling Jaya, Selangor",https://goo.gl/maps/vprqmf1SbUoYNUs2A
ZUS Coffee – KSL Esplanade Mall,Kuala Lumpur/Selangor,"LOT G053A, Ground Floor, No 2, Jalan Langat KS9, Bandar Bestari, 42500 Klang, Selangor",https://goo.gl/maps/MyjQQYEm8CoenS9U8
ZUS Coffee – Da Men Mall,Kuala Lumpur/Selangor,"LG-25, Lower ground. 1, Persiaran Kewajipan, Usj 1, 47600 Subang Jaya, Selangor.",https://goo.gl/maps/Jw5aNpp3ad92Gopx9
ZUS Coffee – University of Malaya,Kuala Lumpur/Selangor,"Locker Room (Ground Floor), Bangunan Perpustakaan Utama, University of Malaya, Lembah Pantai, 50603 Kuala Lumpur",https://goo.gl/maps/xm13sfWxCYfV1Exi8
ZUS Coffee – University of Nottingham,Kuala Lumpur/Selangor,"Block H (Ground Floor), Student Association Building, Jalan Broga, 43500 Semenyih, Selangor Darul Ehsan",https://goo.gl/maps/khVM8oopnLEYDMLA8?coh=178572&entry=tt
ZUS Coffee – Suria KLCC,Kuala Lumpur/Selangor,"Lot No. OS301 , Level 3, Suria KLCC, Persiaran Petronas, Kuala Lumpur City Centre, 50088 Kuala Lumpur",https://goo.gl/maps/ARggtH6kcQrkYHvd9
ZUS Coffee – KL Gateway,Kuala Lumpur/Selangor,"Lot G.15 & G.16. KL Gateway Mall. 2, Jalan Kerinchi, Kampung Kerinchi, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur.",https://goo.gl/maps/gAD6wBjcKucowH6B7
ZUS Coffee – AEON Mall Wangsa Maju Alpha Angle,Kuala Lumpur/Selangor,"Lot F37. Jalan R1, Seksyen 1, Bandar Baru Wangsa Maju 53300 Kuala Lumpur.",https://goo.gl/maps/aofzy7oNitKgUVr4A?coh=178572&entry=tt
ZUS Coffee – KLIA 1 Departure Hall,Kuala Lumpur/Selangor,"Lot CPD 3 A06, Gate A, Contact Pier Domestic KLIA, Kuala Lumpur International Airport, 64000 Sepang, Selangor Darul Ehsan.",https://goo.gl/maps/Tp6HjUUm8euMfajn6?coh=178572&entry=tt
ZUS Coffee – M3 Shopping Mall,Kuala Lumpur/Selangor,"GK-10a & GK-10b, Jln Madrasah, Taman Melati, 53100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur.",https://goo.gl/maps/qjywrDrnqUGu9wbu5
ZUS Coffee – Xiamen University Malaysia,Kuala Lumpur/Selangor,"A3 Library Cafe – GF, Xiamen University Malaysia, Jalan Sunsuria, Bandar Sunsuria, 43900 Sepang, Selangor.",https://goo.gl/maps/ZotrA6JJXknKzcAe9
ZUS Coffee – Skypark Terminal,Kuala Lumpur/Selangor,"Lot No. G10B, Ground Floor, Skypark Terminal, Sultan Abdul Aziz Shah Airport, 47200 Subang, Selangor",https://goo.gl/maps/kQxq7pmLMEijYPvf9
ZUS Coffee – Jaya One Mall,Kuala Lumpur/Selangor,"100-P2.017 The School, Jaya One. 72A, Jln Profesor Diraja Ungku Aziz, Seksyen 13, 46200 Petaling Jaya, Selangor.",https://goo.gl/maps/PpDnAo6G1b4qmmw89
ZUS Coffee – AEON Mall Metro Prima Kepong,Kuala Lumpur/Selangor,"LOT KF2. 1, Jalan Metro Prima, Taman Kepong, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur.",https://goo.gl/maps/v1xUPJjziuK1fz8m6
ZUS Coffee – Taman Bukit Anggerik,Kuala Lumpur/Selangor,"No.14 (Ground Floor), Jalan 34/154, Taman Bukit Anggerik, 56000 Kuala Lumpur",https://goo.gl/maps/PvRSFt1uTHd7vgrTA
ZUS Coffee – AEON Mall Taman Maluri,Kuala Lumpur/Selangor,"Lot KF2. Jalan Jejaka, Maluri, 55100 Cheras, Wilayah Persekutuan Kuala Lumpur",https://goo.gl/maps/kZJHiwMJ8q6CciYo7
ZUS Coffee – AEON Mall Bukit Raja,Kuala Lumpur/Selangor,"Lot G23, Bukit Raja Shopping Centre, Persiaran Bukit Raja 2, Bandar Baru Klang, 41150 Klang, Selangor.",https://goo.gl/maps/eNPD1wjJiYyxMgvE7
ZUS Coffee – Taman Desa Setapak,Kuala Lumpur/Selangor,"No.37 (Ground Floor), Jalan 1/27B, Desa Setapak, 53300, Kuala Lumpur",https://goo.gl/maps/g5CwwuxBkz24D86u8
ZUS Coffee – Taman Kosas,Kuala Lumpur/Selangor,"No 21 (Ground Floor), Jalan Kosas 1/2, Taman Kosas, 68000 Ampang, Selangor Darul Ehsan.",https://goo.gl/maps/PBCMtrnfNQp1iwc57
ZUS Coffee – Putrajaya Presint 15,Kuala Lumpur/Selangor,"No 43 (Ground Floor), Jalan Diplomatik, Presint Diplomatik, 62050 Putrajaya, Wilayah Persekutuan Putrajaya",https://goo.gl/maps/LWyKNHec3hn7GTRKA
ZUS Coffee – Bandar Sungai Long,Kuala Lumpur/Selangor,"No 19, Ground Floor, Jalan SL 1/4, Bandar Sungai Long, 43000 Kajang, Selangor",https://goo.gl/maps/JUW33rY5syUx5wPJ9
ZUS Coffee – Quayside Mall,Kuala Lumpur/Selangor,"1FK-07, First Floor. Quayside Mall. Gamuda Kemuning, 25.7, Persiaran Freesia, 42500 Telok Panglima Garang, Selangor.",https://goo.gl/maps/eHojDSUCoDMikY7S8
ZUS Coffee – MYDIN USJ Subang Jaya,Kuala Lumpur/Selangor,"Lot GSRU-24,GSRU-25, Ground Floor level, MYDIN Subang Jaya, Persiaran Subang Permai, USJ 1, 47500 Subang Jaya, Selangor",https://goo.gl/maps/Xx5HyDKByC969rev8
ZUS Coffee – Temu @ City Of Elmina,Kuala Lumpur/Selangor,"No 5 (Ground Floor), Jalan Eserina AA U16/AA, Elmina East, Seksyen U16, 40150 Shah Alam, Selangor Darul Ehsan.",https://goo.gl/maps/o3iKTrg6rGuo7Nh77
ZUS Coffee – BMC Mall,Kuala Lumpur/Selangor,"GK-01, BMC Mall. Jalan Temenggung 21/9, Bandar Mahkota Cheras, 43200 Cheras, Selangor.",https://goo.gl/maps/M15crMMpR47xBeXEA
ZUS Coffee – Nu Sentral Mall,Kuala Lumpur/Selangor,"Lot CC.04A. 201, Jalan Tun Sambanthan, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur.",https://goo.gl/maps/NJDM3kBomXgK1x9h7
ZUS Coffee – Pandan Indah,Kuala Lumpur/Selangor,"No. 15G (Ground Floor), Jalan Perubatan 2, Pandan Indah, 55100, Kuala Lumpur.",https://goo.gl/maps/sAaiQ45dXvkmK9XY6
ZUS Coffee – Majestic Maxim Residensi Tmn Bkt Cheras,Kuala Lumpur/Selangor,"No.LG-03, Residensi Majestic Maxim, 45, Jalan 9, Taman Bukit Cheras, 56000 Kuala Lumpur",https://goo.gl/maps/ewWYcrKErCVrR8A5A
ZUS Coffee – Quill City Mall,Kuala Lumpur/Selangor,"LG-23A. 1018, Jln Sultan Ismail, Bandar Wawasan, 54200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur.",https://goo.gl/maps/8mazjnsEBYLNE7SAA
ZUS Coffee – IOI City Mall,Kuala Lumpur/Selangor,"L1-K204, First Floor, IOI City Mall 2, Lebuh IRC, IOI Resort City, 62502 Putrajaya",https://goo.gl/maps/Ye9w3xFSiig9n7oeA
"ZUS Coffee – Megah Rise Mall, PJ",Kuala Lumpur/Selangor,"Lot G-15, Ground Floor, Megah Rise Mall, Jalan SS 24/11, Taman Megah, 47301 Petaling Jaya",https://goo.gl/maps/b73K5H1Ek983SEfH8
ZUS Coffee – BHP Jalan Maarof,Kuala Lumpur/Selangor,"78, Jalan Ma’arof, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://goo.gl/maps/U4H8v1DnV5TEEiTFA
ZUS Coffee – The FLO Bandar Sri Damansara,Kuala Lumpur/Selangor,"GF-3, The Flo, Persiaran Perdana, Bandar Sri Damansara, 52200 Kuala Lumpur",https://goo.gl/maps/1hLReCzvSJRyFq8S9
ZUS Coffee – AEON Mall Taman Equine Shopping Centre,Kuala Lumpur/Selangor,"Lot LG13, Lower Ground Floor, Aeon Taman Equine Shopping Centre, 2, Jalan Equine, Pusat Bandar Putra Permai, 43300 Seri Kembangan, Selangor",https://goo.gl/maps/pxDE1RrtdRdsRKyu9
ZUS Coffee – Puncak Jalil,Kuala Lumpur/Selangor,"No 26 (Ground Floor), Jalan PUJ 3/13, Taman Puncak Jalil, 43300 Seri Kembangan, Selangor Darul Ehsan.",https://goo.gl/maps/qXAHbJcGuzigxw3V9
ZUS Coffee – Banting,Kuala Lumpur/Selangor,"No 213 (Ground Floor), Jalan Sultan Abdul Samad, Bandar Banting, 42700 Banting, Selangor Darul Ehsan.",https://goo.gl/maps/cHENDvCbTrcD5J1a6
ZUS Coffee – AEON Mall Shah Alam,Kuala Lumpur/Selangor,"Lot (KG10), AEON Mall Shah Alam, Jalan Akuatik 13/64, Seksyen 13, 40100 Shah Alam, Selangor",https://goo.gl/maps/WrZgREup9fWacaHWA
ZUS Coffee – Datum Jelatek Mall,Kuala Lumpur/Selangor,"L1-K-09 & 07 (level 1), Datum Jelatek Mall, Jalan Enggang, Taman Keramat, 54200 Kuala Lumpur, Selangor.",https://goo.gl/maps/8fiwceaE2fBox6KB7
"ZUS Coffee – Taman Tas, Kuantan",Kuala Lumpur/Selangor,"B4 (Ground Floor), Lorong Pandan Damai 2/4, Taman Pandan Damai, 25150 Kuantan, Pahang Darul Makmur.",https://goo.gl/maps/TXqqmUfbj9bm1tQu6
ZUS Coffee – Antara Gapi,Kuala Lumpur/Selangor,"No 15-G (Ground Floor), Jalan Gapi 1A/3, Perniagaan Antara Gapi, 48200 Serendah, Selangor Darul Ehsan.",https://goo.gl/maps/3kTB4G5CqSSug3Ew9
ZUS Coffee – Shah Alam Seksyen 14 (Vista Alam),Kuala Lumpur/Selangor,"F-G-29 (Ground Floor), Vista Alam, Jalan Ikhtisas, Seksyen 14, 40000 Shah Alam, Selangor Darul Ehsan",https://goo.gl/maps/id8tgjWsiwzczZdk9
ZUS Coffee – Bandar Saujana Putra,Kuala Lumpur/Selangor,"No 19-G, Jalan SP 1/1, Bandar Saujana Putra, 42610 Jenjarom, Selangor Darul Ehsan.",https://goo.gl/maps/qK2Witykh7ddbfhU7
ZUS Coffee – CALTEX Temiang,Kuala Lumpur/Selangor,"Lot 40766, Persiaran Sri Pulai 2, 70400 Seremban, Negeri Sembilan Darul Khusus.",https://goo.gl/maps/PmKWTyx7rdN945S79
ZUS Coffee – SB Mall Sungai Buloh,Kuala Lumpur/Selangor,"G-17B, SB Mall, Bukit Rahman Putra, 47000 Sungai Buloh, Selangor",https://goo.gl/maps/fnrzKD1WCu8MzJZy9
ZUS Coffee – Subang Bestari,Kuala Lumpur/Selangor,"No 3 (Ground Floor), Jalan Nova U5/N, Subang Bestari, 40150 Shah Alam, Selangor",https://goo.gl/maps/YKjfFkXmiFBfKM16A
ZUS Coffee – Setia City Mall,Kuala Lumpur/Selangor,"L1-120, Level 1, Setia City Mall, Persiaran Setia Dagang, Setia Alam, 40170 Shah Alam, Selangor",https://goo.gl/maps/L7vyRinRvMNHPGhp8
ZUS Coffee – Batang Kali,Kuala Lumpur/Selangor,"No 7 (Ground Floor), Jalan Mahagoni 7/1A, Seksyen 4, Perniagaan Jalan Mahagoni, 44300 Batang Kali, Selangor Darul Ehsan.",https://goo.gl/maps/RoHgYHj9fXx2CrUM9
MENARA WORLDWIDE,Kuala Lumpur/Selangor,"Ground Floor, Menara Worldwide, 198, Jln Bukit Bintang, Kuala Lumpur, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://goo.gl/maps/fuQSdLxcxCAg5xZz9
PUTRA HEIGHTS,Kuala Lumpur/Selangor,"No 31 (Ground Floor), Jalan Putra Mahkota 7/6c, Putra Point Commercial Centre, 47650 Subang Jaya, Selangor",https://goo.gl/maps/vqxPgJJMZJymU7MT9
1 UTAMA SHOPPING CENTRE,Kuala Lumpur/Selangor,"1 Utama Shopping Centre, Lot L2-SK9, 1, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor",https://goo.gl/maps/Z8rfW3FhuzkqGwJdA
SAUJANA UTAMA,Kuala Lumpur/Selangor,"No. 23G, Taman, Jalan Bidara 10, Saujana Utama 3, 47000 Sungai Buloh, Selangor",https://goo.gl/maps/rnon9CMra17xr7c86
DENAI ALAM,Kuala Lumpur/Selangor,"No 39, 1, Jln Elektron U16/D, Denai Alam, 40160 Shah Alam, Selangor",https://goo.gl/maps/2UDd59PdTC7sSwKR7
BANDAR SERI COALFIELDS,Kuala Lumpur/Selangor,"No 32 (Ground Floor), Bandar Seri Coalfields, Jalan BSC 2B/2, 47000 Sungai Buloh, Selangor",https://goo.gl/maps/Au3qUb6U4pqjy1eE9
TROPICANA GARDENS MALL,Kuala Lumpur/Selangor,"LOT 3F 47&48, Third Floor, Tropicana Gardens Mall, Jln PJU 3/21, Tropicana Indah, 47410 Petaling Jaya, Selangor",https://goo.gl/maps/qko2pt2EoSZbRvnC6
LAKEFIELDS TRILLIUM,Kuala Lumpur/Selangor,"58-G, Jalan Tasik Utama 5 Medan Niaga Tasik Damai, Sungai Besi, 57000 Kuala Lumpur",https://goo.gl/maps/dgsWKBS2813Q7Ehm8
"TAMAN SRI SERDANG, SERI KEMBANGAN",Kuala Lumpur/Selangor,"3352 (Ground Floor), Jalan 18/32, Taman Sri Serdang, 43300 Seri Kembangan, Selangor",https://goo.gl/maps/hvcxbmcoVodhc5GT9
IOI CONEZION,Kuala Lumpur/Selangor,"A-G-11, Connection Commercial, Persiaran IRC 3 IRC 3, IOI Resort City, 62502 Sepang, Wilayah Persekutuan Putrajaya",https://goo.gl/maps/w9o1bgCnSrPuMUSP7
STARLING MALL,Kuala Lumpur/Selangor,"K-S-202, Second Floor The Starling Mall, 6, Jalan SS 21/37, Damansara Utama, 47400 Petaling Jaya, Selangor",https://goo.gl/maps/fEQKSKiF9N4rzEVk7
SUBANG PERDANA,Kuala Lumpur/Selangor,"27-G, Jalan Dinar E U3/E, Taman Subang Perdana, 40150 Shah Alam, Selangor",https://goo.gl/maps/kaPBHQ1bSss5Lcey7
BANDAR SERI PUTRA,Kuala Lumpur/Selangor,"13G, Jalan Seri Putra 1/2 Bandar Seri Putra Bangi, 43000 Kajang, Selangor",https://goo.gl/maps/RdVTpbpYL7ZCYCLP7
SENTUL POINT,Kuala Lumpur/Selangor,"BC-G-08 Sentul Point Suite Apartments, Jalan Sentul Pasar, Sentul, 51000 Kuala Lumpur",https://goo.gl/maps/xfiWQ8XhKEhyQq1n9
AMPANG SPECTRUM MALL,Kuala Lumpur/Selangor,"Lot CW-5, Cafe Walk, Ground Floor, Spectrum Shopping Mall",https://goo.gl/maps/q2bZdyKDYkNDbV2VA
"ZUS Coffee – DPulze Shopping Centre, Cyberjaya",Kuala Lumpur/Selangor,"Lot EX-GW-01A, Ground Floor, DPulze Shopping Centre, Persiaran Multimedia, Cyber 12, 63000 Cyberjaya",https://maps.app.goo.gl/BYiqE3Wdm35hAnVWA
KOTA DAMANSARA,Kuala Lumpur/Selangor,"No. 27-1, Jalan PJU 5/12, Dataran Sunway, Kota Damansara, 47810 Petaling Jaya",https://goo.gl/maps/7w94urB4cH6zs9pU8
ATRIA SHOPPING GALLERY,Kuala Lumpur/Selangor,"C01A, Concourse Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya 47400 Petaling Jaya.",https://goo.gl/maps/Z447kr2pPT44X2ScA
BUKIT SENTOSA,Kuala Lumpur/Selangor,"19G, Jalan Orkid 1F/2, Bukit Sentosa BS 1, 48300 Rawang, Selangor",https://goo.gl/maps/zxCcr3RNAdy3gobj7
KOTA WARISAN,Kuala Lumpur/Selangor,"Unit 63-G, Jalan Warisan Sentral 1, Kota Warisan, Bandar Baru Salak Tinggi, 43900 Sepang, Selangor",https://goo.gl/maps/NrQciFrEzNer3mi5A
SHAH ALAM SEKSYEN 13,Kuala Lumpur/Selangor,"No. 50, Jalan Renang 13/26, Tadisma Business Park, Seksyen 13, 40100 Shah Alam, Selangor",https://goo.gl/maps/xEbiPB9tS7erfrKS6
"ZUS Coffee – Sunway Gandaria, Bangi",Kuala Lumpur/Selangor,"UG-11 Sunway Gandaria, Jalan Pusat Bandar 2, Bandar Baru Bangi, Seksyen 9, 43650 Selangor",https://maps.app.goo.gl/hP9njvTKvXUyszMQ7
RAWANG REEF,Kuala Lumpur/Selangor,"No. A13A-G, Jalan Reef 1/1, Pusat Perniagaan Reef, 48000 Rawang, Selangor",https://goo.gl/maps/oPNR5xyvTJnABbLw8
PRIMA SRI GOMBAK,Kuala Lumpur/Selangor,"G-39, Jalan Prima SG 2, Prima Sri Gombak, 68100 Batu Caves, Selangor",https://goo.gl/maps/uLL2177jWKhyYbP57
